Category,Tool,Slug,Website,Requested Pricing Source,Final Pricing Source,Source Status,Source Scope Status,Locale Pricing Status,Fetch Status,Fetch Method,Current Free Plan,Verified Free Plan,Free Plan Status,Free Plan Safe,Current Starting Price,Verified Starting Price,Starting Price Status,Starting Price Safe,Verified Annual Billing,Annual Billing Status,Annual Billing Safe,Verified Monthly Billing,Monthly Billing Status,Monthly Billing Safe,Current Team / Business Plan,Verified Team / Business Plan,Team / Business Plan Status,Team / Business Plan Safe,Current Enterprise Plan,Verified Enterprise Plan,Enterprise Plan Status,Enterprise Plan Safe,Current Pricing Verified,Checked At,Overall Status,Tool Safe to Auto Apply,Evidence / Notes
Finance Tools; Accounting & Bookkeeping; Payroll; HR; Small Business,Gusto,gusto,https://gusto.com,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:30:15.262Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
Finance Tools; Accounting & Bookkeeping; Business Banking; Payments & Transfers; Startups,Mercury,mercury,https://mercury.com,https://mercury.com/pricing,https://mercury.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$29.90/month with annual pricing (15% off); paid plans start at $35/month,CHANGE,YES,$29.90/month with annual pricing (15% off),CHANGE,YES,Paid plans starting at $35/month,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:30:29.325Z,PARTIAL,NO,Discovered same-domain official pricing source. Free Plan: “Banking services and essential tools are always $0/mo” and “our business checking and savings accounts are free for everyone.” Starting Price: Mercury Plus is the first paid business tier at $29.90/month with annual pricing; the FAQ also states paid plans start at $35/month. Annual Billing: The pricing section is labeled “Annual Pricing (15% off)” and lists Mercury Plus at $29.90 per month. Monthly Billing: The pricing FAQ states: “Customers have the option to select a paid plan (starting at $35/month).”
Finance Tools; Accounting & Bookkeeping; Payments & Transfers; Business Operations; Expense Management,BILL,bill,https://www.bill.com,https://www.bill.com/product/pricing#accountants,https://www.bill.com/product/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$49 per user/month (Essentials),CHANGE,YES,Not explicitly verified,REVIEW,NO,$49 per user/month (Essentials),CHANGE,YES,Unknown,$65 per user/month (Team),CHANGE,YES,Unknown,Custom Pricing,CHANGE,YES,Unknown,2026-08-23T08:30:27.649Z,VERIFIED,NO,"Discovered same-domain official pricing source. Free Plan: The FAQ explicitly states: ""Yes, the BILL Spend & Expense plan is $0 per user per month."" Starting Price: The AP & AR pricing section lists Essentials at $49 per user/month, the lowest standard paid AP & AR tier. Monthly Billing: The Essentials plan is explicitly priced at $49 per user/month. Team / Business Plan: The page explicitly lists Team at $65 per user/month and describes it as providing more granular controls and automatic sync. Enterprise Plan: The page explicitly lists Enterprise as Custom Pricing and describes enhanced security and multi-location capabilities."
Finance Tools; Accounting & Bookkeeping; Payments & Transfers; Small Business; Business Operations,Melio,melio,https://meliopayments.com,https://melio.com/platinum/,https://melio.com/platinum/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:30:32.835Z,REVIEW,NO,"Discovered same-domain official pricing source. No published pricing: The page offers ""Custom pricing and personalized card fees"" and requires applicants to apply for a customized discount structure; no public price is listed."
Finance Tools; Payments & Transfers; Finance Tools; SaaS; Ecommerce,Stripe,stripe,https://stripe.com,https://stripe.com/th/pricing,https://stripe.com/th/pricing,DISCOVERED,GENERIC,REGION_SPECIFIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,3.65% + ฿10.00 ต่อธุรกรรมผ่านบัตรในประเทศที่ดำเนินการสำเร็จ,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:30:39.410Z,REVIEW,NO,Discovered same-domain official pricing source. Locale: หน้าที่ร้องขออยู่ที่เส้นทางประเทศ /th และแสดงราคาสกุลเงินบาท เช่น 3.65% + ฿10.00 Free Plan: Locale-specific pricing requires review: หน้าที่ร้องขออยู่ที่เส้นทางประเทศ /th และแสดงราคาสกุลเงินบาท เช่น 3.65% + ฿10.00 Starting Price: มาตรฐาน ... เริ่มใช้งาน 3.65% + ฿10.00 ต่อธุรกรรมผ่านบัตรในประเทศที่ดำเนินการสำเร็จ Locale-specific pricing requires review: หน้าที่ร้องขออยู่ที่เส้นทางประเทศ /th และแสดงราคาสกุลเงินบาท เช่น 3.65% + ฿10.00 Annual Billing: Locale-specific pricing requires review: หน้าที่ร้องขออยู่ที่เส้นทางประเทศ /th และแสดงราคาสกุลเงินบาท เช่น 3.65% + ฿10.00 Monthly Billing: Locale-specific pricing requires review: หน้าที่ร้องขออยู่ที่เส้นทางประเทศ /th และแสดงราคาสกุลเงินบาท เช่น 3.65% + ฿10.00 Team / Business Plan: Locale-specific pricing requires review: หน้าที่ร้องขออยู่ที่เส้นทางประเทศ /th และแสดงราคาสกุลเงินบาท เช่น 3.65% + ฿10.00 Enterprise Plan: Locale-specific pricing requires review: หน้าที่ร้องขออยู่ที่เส้นทางประเทศ /th และแสดงราคาสกุลเงินบาท เช่น 3.65% + ฿10.00
Finance Tools; Payments & Transfers; SaaS; Billing; Revenue Operations,Paddle,paddle,https://www.paddle.com,https://www.paddle.com/pricing,https://www.paddle.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,5% + 50¢ per Checkout transaction,CHANGE,YES,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:30:38.396Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: The page lists the standard Pay-as-you-go price as 5% + 50¢ per Checkout transaction. Monthly Billing: The page states there are no monthly fees, but does not provide a monthly-billing variant for the standard paid plan."
Finance Tools; Payments & Transfers; Payroll; HR; Global Payments,Deel,deel,https://www.deel.com,https://www.deel.com/pricing/,https://www.deel.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:30:57.975Z,REVIEW,NO,Discovered same-domain official pricing source. Starting Price: Complex product pricing requires review: The page lists multiple distinct paid offerings with separate prices and does not identify one standard paid entry plan.
Finance Tools; Payments & Transfers; Payroll; HR; Global Payments,Remote,remote,https://remote.com,https://remote.com/pricing,https://remote.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:31:03.816Z,REVIEW,NO,"Discovered same-domain official pricing source. Starting Price: Complex product pricing requires review: The page presents separate product pricing for Employer of Record, Payroll, Contractor Management, Contractor of Record, PEO, and Equity, without identifying one generic standard paid entry plan. Monthly Billing: Complex product pricing requires review: Monthly prices are provided for multiple separate products, but the page does not identify a single standard entry paid plan for the generic monthlyBilling field."
Finance Tools; Payments & Transfers; Global Payments; Business Banking; Expense Management,Airwallex,airwallex,https://www.airwallex.com,https://www.airwallex.com/global/billing/subscription-management,https://www.airwallex.com/global/billing/subscription-management,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:31:00.021Z,REVIEW,NO,Discovered same-domain official pricing source.
Finance Tools; Expense Management; Corporate Cards; Accounting & Bookkeeping; Business Operations,Ramp,ramp,https://ramp.com,https://ramp.com/pricing,https://ramp.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$15/mo/user + platform fee based on team size; save 20% with annual billing,CHANGE,YES,Not explicitly verified,REVIEW,NO,$15/mo/user + platform fee based on team size,CHANGE,YES,Unknown,Plus — $15/mo/user + platform fee based on team size,CHANGE,YES,Unknown,Enterprise — Custom; annual billing,CHANGE,YES,Unknown,2026-08-23T08:31:11.099Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: FAQ states: “Yes, Ramp Free is designed for smaller teams who want to get started with Ramp.” Starting Price: Plus is listed at $15/mo/user plus a platform fee based on team size, with 20% savings for annual billing. Annual Billing: The Plus plan explicitly states: “Save 20% with annual billing.” Complex product pricing requires review: Annual Billing availability was indicated, but no explicit pricing amount for that exact billing context was verified. Monthly Billing: The Plus plan explicitly lists “$15/mo/user + Platform fee based on team size.” Team / Business Plan: Plus is described as “Perfect for teams who want to use AI-driven automation to eliminate busywork.” Enterprise Plan: Enterprise is explicitly listed as Custom with annual billing and a Contact sales call to action."
Finance Tools; Expense Management; Corporate Cards; Business Banking; Business Operations,Brex,brex,https://www.brex.com,https://www.brex.com/pricing,https://www.brex.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,"$12 per user, per month",CHANGE,YES,Not explicitly verified,REVIEW,NO,$12 user/month,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Custom pricing; Contact sales,CHANGE,YES,Unknown,2026-08-23T08:31:07.904Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: Essentials is listed at ""$0 user/month"" and says ""Try Brex for free."" Starting Price: Premium is the first paid plan listed at ""$12 user/month""; the footer also states plans start at ""$0 per user, per month"" and advanced features are ""$12 per user, per month."" Monthly Billing: Premium is explicitly priced at ""$12 user/month."" Enterprise Plan: Enterprise is explicitly listed with ""Custom pricing"" and ""Contact sales."""
Finance Tools; Expense Management; Corporate Cards; Accounting & Bookkeeping; Business Operations,Payhawk,payhawk,https://payhawk.com,https://payhawk.com/pricing-and-plans,https://payhawk.com/pricing-and-plans,DISCOVERED,GENERIC,REGION_SPECIFIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,£149/month,REVIEW,NO,Not explicitly verified,REVIEW,NO,£149/month,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:31:15.366Z,REVIEW,NO,"Discovered same-domain official pricing source. Locale: The Growth program is for businesses based in the UK or EEA and is priced at £149/month. Free Plan: The page mentions an optional 7-day free trial, but does not explicitly offer an ongoing free plan. Locale-specific pricing requires review: The Growth program is for businesses based in the UK or EEA and is priced at £149/month. Starting Price: The Growth program is described as the ideal entry point for businesses, starting at just £149/month. Locale-specific pricing requires review: The Growth program is for businesses based in the UK or EEA and is priced at £149/month. Annual Billing: Locale-specific pricing requires review: The Growth program is for businesses based in the UK or EEA and is priced at £149/month. Monthly Billing: The Growth program starts at £149/month. Locale-specific pricing requires review: The Growth program is for businesses based in the UK or EEA and is priced at £149/month. Team / Business Plan: Locale-specific pricing requires review: The Growth program is for businesses based in the UK or EEA and is priced at £149/month. Enterprise Plan: Locale-specific pricing requires review: The Growth program is for businesses based in the UK or EEA and is priced at £149/month."
